,Package Id,Package Timestamp,Indicator Timestamp,Indicator Title,Observable Type,Indicator Types,TTP Type,TTP Name,Domain,Domain isFQDN,URI,URI Type,IP,IP Category,IP isSource,ASN,ASN Category,ASN isSource,Port,Protocol,File,File Hash,File Format,File Hash Type,Producer Name,Indicator Description,Observable Description,TTP Description,Produced Time,Received Time,Contributing Sources,References
0,Package-ed647fbd-3ea3-4fce-b6a1-e51034a55b7a,2019-04-01T10:23:59.828579+00:00,2014-10-31T16:44:24.766014+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,s-k.kiev.ua,True ,http://s-k.kiev.ua/html/30/config.bin,URL,,,,,,,,,config.bin,9b5b5279ba86087853b3f09e605c7052,bin,MD5,zeustracker.abuse.ch,This domain s-k.kiev.ua has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=s-k.kiev.ua].,Domain: s-k.kiev.ua | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-13T00:00:00+00:00,2014-10-20T19:29:30+00:00,,
1047,Package-1a3b65cb-8d28-4c4c-8a37-823022ccdb29,2019-04-01T10:25:26.362812+00:00,2015-05-18T15:06:34.758143+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,xclones.in.net,True ,http://xclones.in.net/fine/config.jpg,URL,,,,,,,,,config.jpg,7362c879bab9ea566dfee01cc8514b5c,jpg,MD5,zeustracker.abuse.ch,This domain xclones.in.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=xclones.in.net].,URI: http://xclones.in.net/fine/config.jpg | Type: URL | ,,2015-05-18T00:00:00+00:00,2015-05-18T15:06:34+00:00,,
1048,Package-7474c970-eff5-4350-ba54-5093a2ea4493,2019-04-01T10:25:26.402562+00:00,2015-01-06T16:05:05.532460+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist,,,www.pneubucher.ch,True ,http://www.pneubucher.ch/sadcxvbv/vdfbffddf.php,URL,,,,,,,,,,,,,zeustracker.abuse.ch,This domain www.pneubucher.ch has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.pneubucher.ch].,Domain: www.pneubucher.ch | isFQDN: True | ,,2015-01-06T00:00:00+00:00,2015-01-06T16:05:05+00:00,,
1049,Package-e08de18e-4a19-49ae-ba7a-4ff829f2c990,2019-04-01T10:25:26.432806+00:00,2014-11-04T16:05:02.076709+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,hyperbolic.tk,True ,http://hyperbolic.tk/tubes/config.bin,URL,,,,,,,,,config.bin,976848b70b1571cf5b33468b98e490f4,bin,MD5,zeustracker.abuse.ch,This domain hyperbolic.tk has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=hyperbolic.tk].,Domain: hyperbolic.tk | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-11-04T00:00:00+00:00,2014-11-04T16:05:02+00:00,,
1050,Package-b59eb453-3e8d-4b7f-81eb-100d0bb541cd,2019-04-01T10:25:26.481462+00:00,2014-10-31T16:44:24.939321+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,stc-com.com,True ,http://stc-com.com/js/simple/new/verif/porm/config.bin,URL,,,,,,,,,config.bin,3886ab15e8cbbd0cf9c3969c80aa260a,bin,MD5,zeustracker.abuse.ch,This domain stc-com.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=stc-com.com].,Domain: stc-com.com | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-10-22T00:00:00+00:00,2014-10-22T15:01:33+00:00,,
1051,Package-87f86f5a-ff26-453a-a378-ed3ba5d3a4ef,2019-04-01T10:25:26.527368+00:00,2014-11-06T17:46:28.871586+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,siamjaguar.com,True ,http://siamjaguar.com/modules/mod_seed/config.bin,URL,,,,,,,,,config.bin,fab6deec20a500002451032ddedc57a5,bin,MD5,zeustracker.abuse.ch,This domain siamjaguar.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=siamjaguar.com].,Domain: siamjaguar.com | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-11-06T00:00:00+00:00,2014-11-06T17:46:28+00:00,,
1052,Package-56dd1f77-cfd8-4f4b-a8b5-3bab5010c329,2019-04-01T10:25:26.574626+00:00,2015-05-03T15:07:42.745106+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,www.muyvbnyters.in,True ,http://www.muyvbnyters.in/panel/file.php,URL,,,,,,,,,file.php,38140eac8b59efc67e973769ca222754,php,MD5,zeustracker.abuse.ch,This domain www.muyvbnyters.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.muyvbnyters.in].,URI: http://www.muyvbnyters.in/panel/file.php | Type: URL | ,,2015-05-03T00:00:00+00:00,2015-05-03T15:07:42+00:00,,
1053,Package-bd6f82d5-441a-4505-89a4-f3f813378eef,2019-04-01T10:25:26.616753+00:00,2014-11-15T16:05:02.138157+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,toperdwtrade.biz,True ,http://toperdwtrade.biz/html/30/config.bin,URL,,,,,,,,,config.bin,14630f14b5b7cb42d083f09af0b1e7d8,bin,MD5,zeustracker.abuse.ch,This domain toperdwtrade.biz has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=toperdwtrade.biz].,Domain: toperdwtrade.biz | isFQDN: True | ,,2014-11-15T00:00:00+00:00,2014-11-15T16:05:02+00:00,,
1054,Package-0603f620-ce4f-4156-81fc-9ce0481f158a,2019-04-01T10:25:26.660146+00:00,2016-02-04T16:07:00.447506+00:00,Feodo,IP,IP Watchlist,,,,,,,119.160.223.114,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 119.160.223.114 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/119.160.223.114].,IPv4: 119.160.223.114 | isSource: True | ,,2016-01-31T03:47:40+00:00,2016-02-04T16:07:00+00:00,,
1055,Package-3bce1778-0139-4468-bed1-d25f282d24f6,2019-04-01T10:25:26.672816+00:00,2015-04-18T15:06:02.424874+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,tambira.in,True ,http://tambira.in/server/file.php,URL,,,,,,,,,file.php,2a56e2fc4780430b49acad223f16a3c6,php,MD5,zeustracker.abuse.ch,This domain tambira.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=tambira.in].,FileName: file.php | FileHash: 2a56e2fc4780430b49acad223f16a3c6 | ,,2015-04-18T00:00:00+00:00,2015-04-18T15:06:02+00:00,,
1056,Package-9c3aa579-563d-4507-bd88-88e1489760df,2019-04-01T10:25:26.714934+00:00,2015-01-30T16:05:09.726769+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,hygran.com,True ,http://hygran.com/images/hygran/config.bin,URL,,,,,,,,,config.bin,c378d2d7e3eee41c796acc46b9a15570,bin,MD5,zeustracker.abuse.ch,This domain hygran.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=hygran.com].,Domain: hygran.com | isFQDN: True | ,,2015-01-30T00:00:00+00:00,2015-01-30T16:05:09+00:00,,
1057,Package-d6f00c1a-f1aa-4e7a-bd46-8fb9702d4e84,2019-04-01T10:25:26.750797+00:00,2015-02-17T03:05:09.675804+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist,,,powerturk.rocks,True ,http://powerturk.rocks/has/serve/file.php,URL,,,,,,,,,,,,,zeustracker.abuse.ch,This domain powerturk.rocks has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=powerturk.rocks].,Domain: powerturk.rocks | isFQDN: True | ,,2015-02-16T00:00:00+00:00,2015-02-17T03:05:09+00:00,,
1058,Package-78d2552e-a95d-4ec2-9cd8-216537e75cc1,2019-04-01T10:25:26.784081+00:00,2016-05-06T15:06:23.619341+00:00,Feodo,IP,IP Watchlist,,,,,,,176.9.113.214,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 176.9.113.214 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/176.9.113.214].,IPv4: 176.9.113.214 | isSource: True | ,,2016-04-29T20:10:07+00:00,2016-05-06T15:06:23+00:00,,
1059,Package-12843e98-a77f-44e8-aed9-8ff595767b3f,2019-04-01T10:25:26.807862+00:00,2015-10-06T15:06:02.889378+00:00,Feodo,IP,IP Watchlist,,,,,,,95.163.107.42,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 95.163.107.42 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/95.163.107.42].,IPv4: 95.163.107.42 | isSource: True | ,,2015-10-06T06:51:38+00:00,2015-10-06T15:06:02+00:00,,
1060,Package-c6cfbf32-52a3-4fb4-92c2-c5d6fef05ae9,2019-04-01T10:25:26.820980+00:00,2015-08-10T15:06:46.828732+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,rhal55.com,True ,http://rhal55.com/wp-includes/css/new/config.jpg,URL,,,,,,,,,config.jpg,595fce4049ee6fe064d680e662275ba1,jpg,MD5,zeustracker.abuse.ch,This domain rhal55.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=rhal55.com].,URI: http://rhal55.com/wp-includes/css/new/config.jpg | Type: URL | ,,2015-08-10T00:00:00+00:00,2015-08-10T15:06:46+00:00,,
1061,Package-8f00deb0-f335-4626-a918-86ed79dac0d1,2019-04-01T10:25:26.867014+00:00,2015-06-06T15:06:21.921905+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,scotchmalstrade.in,True ,http://scotchmalstrade.in/web/config.jpg,URL,,,,,,,,,config.jpg,d4dea073b09f0cbd11d46e29460e552d,jpg,MD5,zeustracker.abuse.ch,This domain scotchmalstrade.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=scotchmalstrade.in].,Domain: scotchmalstrade.in | isFQDN: True | ,,2015-06-06T00:00:00+00:00,2015-06-06T15:06:21+00:00,,
1062,Package-299a70f1-4c36-4a13-9f1f-5e18ba8d23ec,2019-04-01T10:25:26.928660+00:00,2015-02-11T16:05:12.739214+00:00,Feodo,,IP Watchlist,,,,,,,104.232.34.68,,,,,,,,,,,,feodotracker.abuse.ch,This IP address 104.232.34.68 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/104.232.34.68].,,,,2015-02-11T16:05:12+00:00,,
1063,Package-85df111f-a7a2-429d-b5a9-d1a63e09b651,2019-04-01T10:25:26.937127+00:00,2016-02-09T16:08:54.296946+00:00,ZeuS,URI,IP Watchlist-URL Watchlist-File Hash Watchlist,,,,,http://95.211.153.134/Panel/config.jpg,URL,95.211.153.134,ipv4-addr,true,,,,,,config.jpg,199e99981d4844d265ae8f6cf6b02d4d,jpg,MD5,zeustracker.abuse.ch,This IP address 95.211.153.134 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=95.211.153.134].,URI: http://95.211.153.134/Panel/config.jpg | Type: URL | ,,2016-02-09T00:00:00+00:00,2016-02-09T16:08:54+00:00,,
1064,Package-f1f971ea-2afd-4360-aa1b-88775aed8477,2019-04-01T10:25:26.978412+00:00,2016-03-08T16:06:25.772790+00:00,Feodo,IP,IP Watchlist,,,,,,,159.8.57.10,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 159.8.57.10 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/159.8.57.10].,IPv4: 159.8.57.10 | isSource: True | ,,2016-02-26T11:54:20+00:00,2016-03-08T16:06:25+00:00,,
1065,Package-b07b1761-3c1f-4486-9252-432ffc02b48e,2019-04-01T10:25:26.992815+00:00,2014-11-29T03:05:21.807629+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,evilitio.com,True ,http://evilitio.com/7cH2YhQ2TH7zAWHBx/player.jpg,URL,,,,,,,,,player.jpg,af51ac4c5a9f63d819947529fa1e4b17,jpg,MD5,zeustracker.abuse.ch,This domain evilitio.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=evilitio.com].,FileName: player.jpg | FileHash: af51ac4c5a9f63d819947529fa1e4b17 | ,,2014-11-28T00:00:00+00:00,2014-11-29T03:05:21+00:00,,
1066,Package-1e3127f7-5712-4f8d-9992-bfbc79707a82,2019-04-01T10:25:27.046245+00:00,2015-05-15T15:09:47.663188+00:00,Feodo,IP,IP Watchlist,,,,,,,5.100.249.215,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 5.100.249.215 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/5.100.249.215].,IPv4: 5.100.249.215 | isSource: True | ,,2015-02-11T11:00:21+00:00,2015-05-15T15:09:47+00:00,,
1067,Package-ddc6a40d-5222-4a98-91c8-a0661bee8419,2019-04-01T10:25:27.062805+00:00,2015-08-22T15:06:11.783721+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,banihasyim.com,True ,http://banihasyim.com/apache/config.jpg,URL,,,,,,,,,config.jpg,d4b06ab28c63dce960403af37a21d7a3,jpg,MD5,zeustracker.abuse.ch,This domain banihasyim.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=banihasyim.com].,Domain: banihasyim.com | isFQDN: True | ,,2015-08-22T00:00:00+00:00,2015-08-22T15:06:11+00:00,,
1068,Package-852a544d-4f36-4f75-bc3e-14013547f899,2019-04-01T10:25:27.103271+00:00,2016-06-26T15:06:41.356676+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,tosh.com.au,True ,http://tosh.com.au/tosh/config.jpg,URL,,,,,,,,,config.jpg,9a452fbc3d5de63ad31761486bd5d9e3,jpg,MD5,zeustracker.abuse.ch,This domain tosh.com.au has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=tosh.com.au].,Domain: tosh.com.au | isFQDN: True | ,,2016-06-26T00:00:00+00:00,2016-06-26T15:06:41+00:00,,
1069,Package-b4dc63f8-c243-47cc-ac33-3d94a86e0a91,2019-04-01T10:25:27.148507+00:00,2014-11-06T03:05:03.318886+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,www.al-kheer.com,True ,http://www.al-kheer.com/wp-admin/amm/30/config.bin,URL,,,,,,,,,config.bin,bd224b27a82de3995e74ab9ff2ce599e,bin,MD5,zeustracker.abuse.ch,This domain www.al-kheer.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.al-kheer.com].,FileName: config.bin | FileHash: bd224b27a82de3995e74ab9ff2ce599e | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-11-05T00:00:00+00:00,2014-11-06T03:05:03+00:00,,
1070,Package-918f4b29-2472-4a63-82a1-f644f9064b7f,2019-04-01T10:25:27.194774+00:00,2015-04-19T15:06:19.906790+00:00,Feodo,IP,IP Watchlist,,,,,,,184.85.223.219,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 184.85.223.219 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/184.85.223.219].,IPv4: 184.85.223.219 | isSource: True | ,,2013-12-10T18:53:55+00:00,2015-04-19T15:06:19+00:00,,
1071,Package-8c8cea03-4ef4-4b43-9c90-0da50198adbf,2019-04-01T10:25:27.213185+00:00,2015-01-29T16:05:08.981267+00:00,ZeuS,IP,IP Watchlist-URL Watchlist-File Hash Watchlist,,,,,http://94.242.61.87/~localtutorialpau/ben/helps/file.php,URL,94.242.61.87,ipv4-addr,true,,,,,,file.php,7f420dbea991a8b8c5f7cfd85ba8a31e,php,MD5,zeustracker.abuse.ch,This IP address 94.242.61.87 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=94.242.61.87].,IPv4: 94.242.61.87 | isSource: True | ,,2015-01-29T00:00:00+00:00,2015-01-29T16:05:08+00:00,,
1072,Package-be5c7612-f770-4dd8-9fb2-c95ef5eb55d4,2019-04-01T10:25:27.271145+00:00,2015-08-05T15:06:55.531711+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,mcmusinagem.com.br,True ,http://mcmusinagem.com.br/images/config.jpg,URL,,,,,,,,,config.jpg,78b8df113fe81bdc57fe75e37eea273e,jpg,MD5,zeustracker.abuse.ch,This domain mcmusinagem.com.br has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=mcmusinagem.com.br].,Domain: mcmusinagem.com.br | isFQDN: True | ,,2015-08-05T00:00:00+00:00,2015-08-05T15:06:55+00:00,,
1073,Package-96e8e360-b664-443b-9f60-e39a988c0acf,2019-04-01T10:25:27.310397+00:00,2014-10-31T16:44:24.822089+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,danbeta.asia,True ,http://danbeta.asia/b2/config.bin,URL,,,,,,,,,config.bin,949efa40d4a57697480505d1eaf2d9a0,bin,MD5,zeustracker.abuse.ch,This domain danbeta.asia has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=danbeta.asia].,Domain: danbeta.asia | isFQDN: True | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-09-10T00:00:00+00:00,2014-09-17T17:01:41+00:00,,
1074,Package-b46a55ec-acd5-4649-b62e-082c5dc4ccd3,2019-04-01T10:25:27.375283+00:00,2014-12-31T14:07:14.286215+00:00,Feodo,IP,IP Watchlist,Remote Access Trojan,Cridex-Bugat-Dridex,,,,,80.48.62.18,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 80.48.62.18 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/80.48.62.18].,IPv4: 80.48.62.18 | isSource: True | ,"Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials",2014-06-14T10:01:02+00:00,2014-12-31T14:07:14+00:00,,
1075,Package-c9af0ed9-e5d1-476d-bbfd-f74b542ac9c1,2019-04-01T10:25:27.411977+00:00,2015-05-09T15:07:39.374474+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,lifestyletrainers.com,True ,http://lifestyletrainers.com/html/config.jpg,URL,,,,,,,,,config.jpg,5e2983d6cbc84c480b098c12828fb6ac,jpg,MD5,zeustracker.abuse.ch,This domain lifestyletrainers.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=lifestyletrainers.com].,URI: http://lifestyletrainers.com/html/config.jpg | Type: URL | ,,2015-05-09T00:00:00+00:00,2015-05-09T15:07:39+00:00,,
1076,Package-bd48c565-98e4-4ced-b8d9-cbddf7419675,2019-04-01T10:25:27.449386+00:00,2015-12-10T16:06:23.539489+00:00,Feodo,IP,IP Watchlist,,,,,,,136.145.86.27,ipv4-addr,true,,,,,,,,,,feodotracker.abuse.ch,This IP address 136.145.86.27 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/136.145.86.27].,IPv4: 136.145.86.27 | isSource: True | ,,2015-12-10T15:28:35+00:00,2015-12-10T16:06:23+00:00,,
1077,Package-8e89c1bb-709b-433e-9b8e-2d28a60e6578,2019-04-01T10:25:27.466694+00:00,2015-01-12T11:00:08.389996+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,rmofminota.com,True ,http://rmofminota.com/us/serverphp/config.bin,URL,,,,,,,,,config.bin,81aba35dafb631b71247bdcdfdc680f6,bin,MD5,zeustracker.abuse.ch,This domain rmofminota.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=rmofminota.com].,URI: http://rmofminota.com/us/serverphp/config.bin | Type: URL | ,,2015-01-12T00:00:00+00:00,2015-01-12T11:00:08+00:00,,
1078,Package-8c58f004-d565-4dea-bfb2-50d7908d9894,2019-04-01T10:25:27.521187+00:00,2015-01-19T11:22:29.071473+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,lertoworldline.ru,True ,http://lertoworldline.ru/xEZNzZEQuj8vJwsZ/flashplayer.jpg,URL,,,,,,,,,flashplayer.jpg,2c562be4bec320aa4cc97c92b25e8a06,jpg,MD5,zeustracker.abuse.ch,This domain lertoworldline.ru has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=lertoworldline.ru].,FileName: flashplayer.jpg | FileHash: 2c562be4bec320aa4cc97c92b25e8a06 | ,,2015-01-19T00:00:00+00:00,2015-01-19T11:22:29+00:00,,
1079,Package-07cbc9be-cde4-4509-9fd8-723b3fea6ac5,2019-04-01T10:25:27.574551+00:00,2015-04-05T02:06:19.948468+00:00,ZeuS,File,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,buja.org.il,True ,http://buja.org.il/wp-admin/css/colors/sunrise/admin/config.bin,URL,,,,,,,,,config.bin,02f0dbcdffa9967a5663b8c1c2df0c6a,bin,MD5,zeustracker.abuse.ch,This domain buja.org.il has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=buja.org.il].,FileName: config.bin | FileHash: 02f0dbcdffa9967a5663b8c1c2df0c6a | ,,2015-04-04T00:00:00+00:00,2015-04-05T02:06:19+00:00,,
1080,Package-43afb3d7-d127-4a87-b6ad-aa6bff4e80ac,2019-04-01T10:25:27.616699+00:00,2016-04-17T15:06:12.635867+00:00,ZeuS,URI,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,iddc.co.id,True ,http://iddc.co.id/30/config.bin,URL,,,,,,,,,config.bin,1179903abab21064c44ed12f820a2529,bin,MD5,zeustracker.abuse.ch,This domain iddc.co.id has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=iddc.co.id].,URI: http://iddc.co.id/30/config.bin | Type: URL | ,,2016-04-17T00:00:00+00:00,2016-04-17T15:06:12+00:00,,
1081,Package-9b35091b-1708-4e17-8c0f-4099e6000726,2019-04-01T10:25:27.667260+00:00,2014-11-10T16:05:02.319656+00:00,ZeuS,URI,IP Watchlist-URL Watchlist-File Hash Watchlist,Remote Access Trojan,ZeuS-Zbot-Zeus,,,http://190.14.37.28/~zadmin/web/server/help.bin,URL,190.14.37.28,ipv4-addr,true,,,,,,help.bin,7b2dfc965e234a30fe4a24fba45f05d5,bin,MD5,zeustracker.abuse.ch,This IP address 190.14.37.28 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=190.14.37.28].,URI: http://190.14.37.28/~zadmin/web/server/help.bin | Type: URL | ,"Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system",2014-11-10T00:00:00+00:00,2014-11-10T16:05:02+00:00,,
1082,Package-331bdd5e-0e17-417d-ba21-19ccbbf7b041,2019-04-01T10:25:27.960874+00:00,2014-11-11T16:05:07.848710+00:00,ZeuS,Domain,Domain Watchlist-URL Watchlist-File Hash Watchlist,,,jpgewe.org,True ,http://jpgewe.org/cache/test/cfg.bin,URL,,,,,,,,,cfg.bin,f4ff9ac680e9f1e2bc6d99c8d361e905,bin,MD5,zeustracker.abuse.ch,This domain jpgewe.org has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=jpgewe.org].,Domain: jpgewe.org | isFQDN: True | ,,2014-11-11T00:00:00+00:00,2014-11-11T16:05:07+00:00,,
